どの天気が一番好きですか？,notzatsudan
雨の時にはどこに遊びに行きますか？    ,notzatsudan
１０まんボルトって人間耐えられるの？   ,notzatsudan
gpuのあるパソコンでオススメのある？  ,notzatsudan
天気のいい日は何をしたいですか？     ,notzatsudan
ピカチューは好きですか？ ,notzatsudan
ピカチューは黄色ですか？ ,notzatsudan
ピカチューを持っていますか,notzatsudan
明日の天気は何ですか？  ,notzatsudan
明日の天気を知っている人はいますか？   ,notzatsudan
好きな料理はなんですか？ ,notzatsudan
上野でおいしいお店を知っていますか？   ,notzatsudan
どのジャンルの音楽が好きですか？     ,notzatsudan
雨の日は何をしますか？  ,notzatsudan
雨の日にどのテレビを見ます,notzatsudan
機械学習用のパソコンを購入してはどうですか,notzatsudan
データをクローリングいます,notzatsudan
りんなを使っていますか？ ,notzatsudan
チャットボットを作りたいですか？     ,notzatsudan
チャットボットはどうやって作りますか？  ,notzatsudan
chainerのインストール方法を教えてください。    ,notzatsudan
上杉隆って何のために立候補していますか? ,notzatsudan
高円寺の家賃って大体いくらくらいですか？ ,notzatsudan
やまもといちろうがもっと暴れてくれると面白いのですけどどう思います?   ,notzatsudan
１LDKで,notzatsudan
そのパソコンいくらで買った,notzatsudan
君の家に遊びに行ってもいい,notzatsudan
頭痛の対処法はなにがいい？,zatsudan
俺の乗る飛行機って落ちないだろうか?   ,notzatsudan
好きな雑誌はなんですか？ ,notzatsudan
夏休みは何をしますか？  ,zatsudan
新築がいい,zatsudan
次のiPhone7って気になるよね    ,zatsudan
日本語を話せますか？   ,notzatsudan
8月上旬に引っ越します。 ,zatsudan
ぽよーん ,zatsudan
温泉でゆっくりしたい   ,zatsudan
明日の会議に参加しますか？,notzatsudan
おすすめのお酒を教えてくだ,notzatsudan
今は円安ですか？     ,notzatsudan
織田信長は何をした人？  ,notzatsudan
甘いものが食べたい    ,zatsudan
WindowsとMacってどっちがいいの?,notzatsudan
